person1_word_idx,person2_word_idx,sentence,person1_right_tokens,person2_right_tokens,text_between,person1_left_tokens,person2_left_tokens,person1_right_first_tokens,person2_right_first_tokens,person1_right_second_tokens,person2_right_second_tokens,person1_right_third_tokens,person2_right_third_tokens,person1_left_first_tokens,person2_left_first_tokens,person1_left_second_tokens,person2_left_second_tokens,person1_left_third_tokens,person2_left_third_tokens,tokens
"(16, 16)","(48, 48)","Moreover , fig 3 ( a3 ) and ( b3 ) shows the γ′ precipitates in alloy A grown from 0.31 to 0.4 μm , and the γ′ precipitates in alloy B-sample grown from 0.27 to 0.32 μm , after the re-aging of alloy A and alloy B-sample at 1147 and 1133°C , respectively , which were below the γ′ solvus temperature of experimental alloys . ","['grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates']","['grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates']","['grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'B-sample', 'grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147', 'and']","[')', 'and', '(', 'b3', ')', 'shows', 'the', 'γ′', 'precipitates', 'in']","['the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147']",['grown'],['respectively'],['from'],['which'],['0.31'],['were'],['alloy'],['and'],['in'],['1147'],['precipitates'],['at'],"['Moreover', 'fig', '3', '(', 'a3', ')', 'and', '(', 'b3', ')', 'shows', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'A', 'grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'B-sample', 'grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147', 'and', '1133°C', 'respectively', 'which', 'were', 'below', 'the', 'γ′', 'solvus', 'temperature', 'of', 'experimental', 'alloys', '.']"
"(29, 29)","(46, 46)","Moreover , fig 3 ( a3 ) and ( b3 ) shows the γ′ precipitates in alloy A grown from 0.31 to 0.4 μm , and the γ′ precipitates in alloy B-sample grown from 0.27 to 0.32 μm , after the re-aging of alloy A and alloy B-sample at 1147 and 1133°C , respectively , which were below the γ′ solvus temperature of experimental alloys . ","['grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of']","['grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of']","['grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at']","['from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates', 'in']","['μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample']",['grown'],['and'],['from'],['1133°C'],['0.27'],['respectively'],['alloy'],['at'],['in'],['B-sample'],['precipitates'],['alloy'],"['Moreover', 'fig', '3', '(', 'a3', ')', 'and', '(', 'b3', ')', 'shows', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'A', 'grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'B-sample', 'grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147', 'and', '1133°C', 'respectively', 'which', 'were', 'below', 'the', 'γ′', 'solvus', 'temperature', 'of', 'experimental', 'alloys', '.']"
"(29, 29)","(48, 48)","Moreover , fig 3 ( a3 ) and ( b3 ) shows the γ′ precipitates in alloy A grown from 0.31 to 0.4 μm , and the γ′ precipitates in alloy B-sample grown from 0.27 to 0.32 μm , after the re-aging of alloy A and alloy B-sample at 1147 and 1133°C , respectively , which were below the γ′ solvus temperature of experimental alloys . ","['grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of']","['grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of']","['grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147', 'and']","['from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates', 'in']","['the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147']",['grown'],['respectively'],['from'],['which'],['0.27'],['were'],['alloy'],['and'],['in'],['1147'],['precipitates'],['at'],"['Moreover', 'fig', '3', '(', 'a3', ')', 'and', '(', 'b3', ')', 'shows', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'A', 'grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'B-sample', 'grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147', 'and', '1133°C', 'respectively', 'which', 'were', 'below', 'the', 'γ′', 'solvus', 'temperature', 'of', 'experimental', 'alloys', '.']"
"(41, 41)","(46, 46)","Moreover , fig 3 ( a3 ) and ( b3 ) shows the γ′ precipitates in alloy A grown from 0.31 to 0.4 μm , and the γ′ precipitates in alloy B-sample grown from 0.27 to 0.32 μm , after the re-aging of alloy A and alloy B-sample at 1147 and 1133°C , respectively , which were below the γ′ solvus temperature of experimental alloys . ","['and', 'alloy', 'B-sample', 'at', '1147', 'and', '1133°C', 'respectively', 'which', 'were']","['and', 'alloy', 'B-sample', 'at', '1147', 'and', '1133°C', 'respectively', 'which', 'were']","['and', 'alloy', 'B-sample', 'at']","['grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of']","['μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample']",['and'],['and'],['alloy'],['1133°C'],['B-sample'],['respectively'],['alloy'],['at'],['of'],['B-sample'],['re-aging'],['alloy'],"['Moreover', 'fig', '3', '(', 'a3', ')', 'and', '(', 'b3', ')', 'shows', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'A', 'grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'B-sample', 'grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147', 'and', '1133°C', 'respectively', 'which', 'were', 'below', 'the', 'γ′', 'solvus', 'temperature', 'of', 'experimental', 'alloys', '.']"
"(41, 41)","(48, 48)","Moreover , fig 3 ( a3 ) and ( b3 ) shows the γ′ precipitates in alloy A grown from 0.31 to 0.4 μm , and the γ′ precipitates in alloy B-sample grown from 0.27 to 0.32 μm , after the re-aging of alloy A and alloy B-sample at 1147 and 1133°C , respectively , which were below the γ′ solvus temperature of experimental alloys . ","['and', 'alloy', 'B-sample', 'at', '1147', 'and', '1133°C', 'respectively', 'which', 'were']","['and', 'alloy', 'B-sample', 'at', '1147', 'and', '1133°C', 'respectively', 'which', 'were']","['and', 'alloy', 'B-sample', 'at', '1147', 'and']","['grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of']","['the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147']",['and'],['respectively'],['alloy'],['which'],['B-sample'],['were'],['alloy'],['and'],['of'],['1147'],['re-aging'],['at'],"['Moreover', 'fig', '3', '(', 'a3', ')', 'and', '(', 'b3', ')', 'shows', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'A', 'grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'B-sample', 'grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147', 'and', '1133°C', 'respectively', 'which', 'were', 'below', 'the', 'γ′', 'solvus', 'temperature', 'of', 'experimental', 'alloys', '.']"
"(44, 44)","(46, 46)","Moreover , fig 3 ( a3 ) and ( b3 ) shows the γ′ precipitates in alloy A grown from 0.31 to 0.4 μm , and the γ′ precipitates in alloy B-sample grown from 0.27 to 0.32 μm , after the re-aging of alloy A and alloy B-sample at 1147 and 1133°C , respectively , which were below the γ′ solvus temperature of experimental alloys . ","['at', '1147', 'and', '1133°C', 'respectively', 'which', 'were', 'below', 'the', 'γ′']","['at', '1147', 'and', '1133°C', 'respectively', 'which', 'were', 'below', 'the', 'γ′']",['at'],"['to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and']","['μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample']",['at'],['and'],['1147'],['1133°C'],['and'],['respectively'],['alloy'],['at'],['and'],['B-sample'],['A'],['alloy'],"['Moreover', 'fig', '3', '(', 'a3', ')', 'and', '(', 'b3', ')', 'shows', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'A', 'grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'B-sample', 'grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147', 'and', '1133°C', 'respectively', 'which', 'were', 'below', 'the', 'γ′', 'solvus', 'temperature', 'of', 'experimental', 'alloys', '.']"
"(44, 44)","(48, 48)","Moreover , fig 3 ( a3 ) and ( b3 ) shows the γ′ precipitates in alloy A grown from 0.31 to 0.4 μm , and the γ′ precipitates in alloy B-sample grown from 0.27 to 0.32 μm , after the re-aging of alloy A and alloy B-sample at 1147 and 1133°C , respectively , which were below the γ′ solvus temperature of experimental alloys . ","['at', '1147', 'and', '1133°C', 'respectively', 'which', 'were', 'below', 'the', 'γ′']","['at', '1147', 'and', '1133°C', 'respectively', 'which', 'were', 'below', 'the', 'γ′']","['at', '1147', 'and']","['to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and']","['the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147']",['at'],['respectively'],['1147'],['which'],['and'],['were'],['alloy'],['and'],['and'],['1147'],['A'],['at'],"['Moreover', 'fig', '3', '(', 'a3', ')', 'and', '(', 'b3', ')', 'shows', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'A', 'grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'B-sample', 'grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147', 'and', '1133°C', 'respectively', 'which', 'were', 'below', 'the', 'γ′', 'solvus', 'temperature', 'of', 'experimental', 'alloys', '.']"
"(13, 13)","(22, 22)","The results in fig 3 indicated the γ ' solvus temperature of alloy A and alloy B-sample were in the range of 1147-1167°C and 1133-1153°C , respectively , which agrees well with the dsc results . ","['and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and']","['and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and']","['and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range', 'of']","['in', 'fig', '3', 'indicated', 'the', 'γ', ""'"", 'solvus', 'temperature', 'of']","['of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range']",['and'],['and'],['alloy'],['1133-1153°C'],['B-sample'],['respectively'],['alloy'],['of'],['of'],['range'],['temperature'],['the'],"['The', 'results', 'in', 'fig', '3', 'indicated', 'the', 'γ', ""'"", 'solvus', 'temperature', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and', '1133-1153°C', 'respectively', 'which', 'agrees', 'well', 'with', 'the', 'dsc', 'results', '.']"
"(13, 13)","(24, 24)","The results in fig 3 indicated the γ ' solvus temperature of alloy A and alloy B-sample were in the range of 1147-1167°C and 1133-1153°C , respectively , which agrees well with the dsc results . ","['and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and']","['and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and']","['and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and']","['in', 'fig', '3', 'indicated', 'the', 'γ', ""'"", 'solvus', 'temperature', 'of']","['A', 'and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range', 'of', '1147-1167°C']",['and'],['respectively'],['alloy'],['which'],['B-sample'],['agrees'],['alloy'],['and'],['of'],['1147-1167°C'],['temperature'],['of'],"['The', 'results', 'in', 'fig', '3', 'indicated', 'the', 'γ', ""'"", 'solvus', 'temperature', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and', '1133-1153°C', 'respectively', 'which', 'agrees', 'well', 'with', 'the', 'dsc', 'results', '.']"
"(16, 16)","(22, 22)","The results in fig 3 indicated the γ ' solvus temperature of alloy A and alloy B-sample were in the range of 1147-1167°C and 1133-1153°C , respectively , which agrees well with the dsc results . ","['were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and', '1133-1153°C', 'respectively', 'which']","['were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and', '1133-1153°C', 'respectively', 'which']","['were', 'in', 'the', 'range', 'of']","['indicated', 'the', 'γ', ""'"", 'solvus', 'temperature', 'of', 'alloy', 'A', 'and']","['of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range']",['were'],['and'],['in'],['1133-1153°C'],['the'],['respectively'],['alloy'],['of'],['and'],['range'],['A'],['the'],"['The', 'results', 'in', 'fig', '3', 'indicated', 'the', 'γ', ""'"", 'solvus', 'temperature', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and', '1133-1153°C', 'respectively', 'which', 'agrees', 'well', 'with', 'the', 'dsc', 'results', '.']"
"(16, 16)","(24, 24)","The results in fig 3 indicated the γ ' solvus temperature of alloy A and alloy B-sample were in the range of 1147-1167°C and 1133-1153°C , respectively , which agrees well with the dsc results . ","['were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and', '1133-1153°C', 'respectively', 'which']","['were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and', '1133-1153°C', 'respectively', 'which']","['were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and']","['indicated', 'the', 'γ', ""'"", 'solvus', 'temperature', 'of', 'alloy', 'A', 'and']","['A', 'and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range', 'of', '1147-1167°C']",['were'],['respectively'],['in'],['which'],['the'],['agrees'],['alloy'],['and'],['and'],['1147-1167°C'],['A'],['of'],"['The', 'results', 'in', 'fig', '3', 'indicated', 'the', 'γ', ""'"", 'solvus', 'temperature', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'were', 'in', 'the', 'range', 'of', '1147-1167°C', 'and', '1133-1153°C', 'respectively', 'which', 'agrees', 'well', 'with', 'the', 'dsc', 'results', '.']"
"(12, 12)","(16, 16)","The increasing of W content improved the γ ' solvus temperature in Co-Al-W ternary alloys from 965°C [ 7 ] to 1029°C [ 6 ] ( as shown in Table 3 ) , and the addition of Ta further improved the solvus temperature of γ ' phase ( about 58°C ) in the quaternary alloy , although the content of refractory alloying elements in quaternary alloy [ 4 ] ( Co-9Al-8W-2Ta ) and ternary alloy [ 6 ] ( Co-9Al-10W ) was equal . ","['ternary', 'alloys', 'from', '965°C', '7', 'to', '1029°C', '6', '(', 'as']","['ternary', 'alloys', 'from', '965°C', '7', 'to', '1029°C', '6', '(', 'as']","['ternary', 'alloys', 'from']","['increasing', 'of', 'W', 'content', 'improved', 'the', 'γ', ""'"", 'solvus', 'temperature']","['improved', 'the', 'γ', ""'"", 'solvus', 'temperature', 'in', 'Co-Al-W', 'ternary', 'alloys']",['ternary'],['7'],['alloys'],['to'],['from'],['1029°C'],['in'],['from'],['temperature'],['alloys'],['solvus'],['ternary'],"['The', 'increasing', 'of', 'W', 'content', 'improved', 'the', 'γ', ""'"", 'solvus', 'temperature', 'in', 'Co-Al-W', 'ternary', 'alloys', 'from', '965°C', '7', 'to', '1029°C', '6', '(', 'as', 'shown', 'in', 'Table', '3', ')', 'and', 'the', 'addition', 'of', 'Ta', 'further', 'improved', 'the', 'solvus', 'temperature', 'of', 'γ', ""'"", 'phase', '(', 'about', '58°C', ')', 'in', 'the', 'quaternary', 'alloy', 'although', 'the', 'content', 'of', 'refractory', 'alloying', 'elements', 'in', 'quaternary', 'alloy', '4', '(', 'Co-9Al-8W-2Ta', ')', 'and', 'ternary', 'alloy', '6', '(', 'Co-9Al-10W', ')', 'was', 'equal', '.']"
"(12, 12)","(21, 21)","The increasing of W content improved the γ ' solvus temperature in Co-Al-W ternary alloys from 965°C [ 7 ] to 1029°C [ 6 ] ( as shown in Table 3 ) , and the addition of Ta further improved the solvus temperature of γ ' phase ( about 58°C ) in the quaternary alloy , although the content of refractory alloying elements in quaternary alloy [ 4 ] ( Co-9Al-8W-2Ta ) and ternary alloy [ 6 ] ( Co-9Al-10W ) was equal . ","['ternary', 'alloys', 'from', '965°C', '7', 'to', '1029°C', '6', '(', 'as']","['ternary', 'alloys', 'from', '965°C', '7', 'to', '1029°C', '6', '(', 'as']","['ternary', 'alloys', 'from', '965°C', '7', 'to', '1029°C', '6']","['increasing', 'of', 'W', 'content', 'improved', 'the', 'γ', ""'"", 'solvus', 'temperature']","['temperature', 'in', 'Co-Al-W', 'ternary', 'alloys', 'from', '965°C', '7', 'to', '1029°C']",['ternary'],['as'],['alloys'],['shown'],['from'],['in'],['in'],['6'],['temperature'],['1029°C'],['solvus'],['to'],"['The', 'increasing', 'of', 'W', 'content', 'improved', 'the', 'γ', ""'"", 'solvus', 'temperature', 'in', 'Co-Al-W', 'ternary', 'alloys', 'from', '965°C', '7', 'to', '1029°C', '6', '(', 'as', 'shown', 'in', 'Table', '3', ')', 'and', 'the', 'addition', 'of', 'Ta', 'further', 'improved', 'the', 'solvus', 'temperature', 'of', 'γ', ""'"", 'phase', '(', 'about', '58°C', ')', 'in', 'the', 'quaternary', 'alloy', 'although', 'the', 'content', 'of', 'refractory', 'alloying', 'elements', 'in', 'quaternary', 'alloy', '4', '(', 'Co-9Al-8W-2Ta', ')', 'and', 'ternary', 'alloy', '6', '(', 'Co-9Al-10W', ')', 'was', 'equal', '.']"
"(68, 68)","(16, 16)","The increasing of W content improved the γ ' solvus temperature in Co-Al-W ternary alloys from 965°C [ 7 ] to 1029°C [ 6 ] ( as shown in Table 3 ) , and the addition of Ta further improved the solvus temperature of γ ' phase ( about 58°C ) in the quaternary alloy , although the content of refractory alloying elements in quaternary alloy [ 4 ] ( Co-9Al-8W-2Ta ) and ternary alloy [ 6 ] ( Co-9Al-10W ) was equal . ","['Co-9Al-10W', ')', 'was', 'equal', '.']","['Co-9Al-10W', ')', 'was', 'equal', '.']","['7', 'to', '1029°C', '6', '(', 'as', 'shown', 'in', 'Table', '3', ')', 'and', 'the', 'addition', 'of', 'Ta', 'further', 'improved', 'the', 'solvus', 'temperature', 'of', 'γ', ""'"", 'phase', '(', 'about', '58°C', ')', 'in', 'the', 'quaternary', 'alloy', 'although', 'the', 'content', 'of', 'refractory', 'alloying', 'elements', 'in', 'quaternary', 'alloy', '4', '(', 'Co-9Al-8W-2Ta', ')', 'and', 'ternary', 'alloy', '6']","['in', 'quaternary', 'alloy', '4', '(', 'Co-9Al-8W-2Ta', ')', 'and', 'ternary', 'alloy']","['improved', 'the', 'γ', ""'"", 'solvus', 'temperature', 'in', 'Co-Al-W', 'ternary', 'alloys']",['Co-9Al-10W'],['7'],[')'],['to'],['was'],['1029°C'],['6'],['from'],['alloy'],['alloys'],['ternary'],['ternary'],"['The', 'increasing', 'of', 'W', 'content', 'improved', 'the', 'γ', ""'"", 'solvus', 'temperature', 'in', 'Co-Al-W', 'ternary', 'alloys', 'from', '965°C', '7', 'to', '1029°C', '6', '(', 'as', 'shown', 'in', 'Table', '3', ')', 'and', 'the', 'addition', 'of', 'Ta', 'further', 'improved', 'the', 'solvus', 'temperature', 'of', 'γ', ""'"", 'phase', '(', 'about', '58°C', ')', 'in', 'the', 'quaternary', 'alloy', 'although', 'the', 'content', 'of', 'refractory', 'alloying', 'elements', 'in', 'quaternary', 'alloy', '4', '(', 'Co-9Al-8W-2Ta', ')', 'and', 'ternary', 'alloy', '6', '(', 'Co-9Al-10W', ')', 'was', 'equal', '.']"
